产品名字,产品型号,产品价格,产品以前价格,产品颜色,产品尺寸,产品详情,产品图片,产品位置,适合人群,产品页面编号,产品url
goods_name,goods_model,goods_price,goods_discount_price,goods_color,goods_size,goods_details,goods_images,goods_num,gender,goods_page,goods_url
SUIT UP TRUCKER HAT,HO8196011|COF|ONE,$24.00,$0,COFFEE,['ONE SIZE'],"['O-Neill Men-s Flexfit® foam trucker hat', 'Mid profile, snapback design', 'Multi logo patch and rear flag label', '55% Cotton, 45% Polyester']","['https://cdn.shopify.com/s/files/1/2034/7683/products/suituptrucker_HO8196011_cof_f_5eab854f-ca19-4085-8ff9-4cf297f12b49.jpg?v=1537291025', 'https://cdn.shopify.com/s/files/1/2034/7683/products/suituptrucker_HO8196011_cof_b.jpg?v=1537828474']",11,MENS,1,https://us.oneill.com/collections/mens-hats/products/ho8196011-cof-suit-up-trucker
MIDDLETON BEANIE,HO8191002|DBL|ONE,$28.00,$0,DUST BLUE,['ONE SIZE'],"['O-Neill Men-s reversible slouch beanie', 'Ribbed knit', 'Woven label', '100% Acrylic']","['https://cdn.shopify.com/s/files/1/2034/7683/products/middleton_HO8191002_dbl_f_77fe8421-8372-45f6-858a-c70407740f37.jpg?v=1537290982', 'https://cdn.shopify.com/s/files/1/2034/7683/products/middleton_HO8191002_dbl_2.jpg?v=1537833705']",12,MENS,1,https://us.oneill.com/collections/mens-hats/products/ho8191002-dbl-middleton
MIDDLETON BEANIE,HO8191002|BLK|ONE,$28.00,$0,BLACK,['ONE SIZE'],"['O-Neill Men-s reversible slouch beanie', 'Ribbed knit', 'Woven label', '100% Acrylic']","['https://cdn.shopify.com/s/files/1/2034/7683/products/middleton_HO8191002_blk_f_8e7aa1f6-01ed-4d5f-9c7d-6232a15bd201.jpg?v=1537290980', 'https://cdn.shopify.com/s/files/1/2034/7683/products/middleton_HO8191002_blk_2.jpg?v=1537833709']",13,MENS,1,https://us.oneill.com/collections/mens-hats/products/ho8191002-blk-middleton
LODOWN HAT,SP8196013|BLK|S/M,$26.00,$0,BLACK,"['S/M', 'L/XL']","['O-Neill Men-s hat', 'Flexfit® X fit', 'Flat logo embroidery', 'Rear embroidery', '98% Cotton / 2% Elastane']","['https://cdn.shopify.com/s/files/1/2034/7683/products/lodownhat_SP8196013_blk_f.jpg?v=1541451277', 'https://cdn.shopify.com/s/files/1/2034/7683/products/lodownhat_SP8196013_blk_b.jpg?v=1541451277']",14,MENS,1,https://us.oneill.com/collections/mens-hats/products/sp8196013-blk-lodown-hat
LODOWN HAT,SP8196013|BGR|S/M,$26.00,$0,GREY W/ BLACK,"['S/M', 'L/XL']","['O-Neill Men-s hat', 'Flexfit® X fit', 'Flat logo embroidery', 'Rear embroidery', '98% Cotton / 2% Elastane']","['https://cdn.shopify.com/s/files/1/2034/7683/products/lodownhat_SP8196013_bgr_f.jpg?v=1538683735', 'https://cdn.shopify.com/s/files/1/2034/7683/products/lodownhat_SP8196013_bgr_b.jpg?v=1539034228']",15,MENS,1,https://us.oneill.com/collections/mens-hats/products/sp8196013-bgr-lodown-hat
LODOWN HAT,SP8196013|MID|S/M,$26.00,$0,MIDNIGHT,"['S/M', 'L/XL']","['O-Neill Men-s hat', 'Flexfit® X fit', 'Flat logo embroidery', 'Rear embroidery', '98% Cotton / 2% Elastane']","['https://cdn.shopify.com/s/files/1/2034/7683/products/lodownhat_SP8196013_mid_f.jpg?v=1538683737', 'https://cdn.shopify.com/s/files/1/2034/7683/products/lodownhat_SP8196013_mid_b.jpg?v=1539033723']",16,MENS,1,https://us.oneill.com/collections/mens-hats/products/sp8196013-mid-lodown-hat
CLEAN AND MEAN HAT,FA6196011|MID|S/M,$26.00,$0,MIDNIGHT,"['S/M', 'L/XL']","['O-Neill men-s Flexfit® X fit hat', 'Front panel 3D logo embroidery', 'Rear embroidery', '98% Cotton / 2% Elastane']",['https://cdn.shopify.com/s/files/1/2034/7683/products/cleanandmeanhat_FA6196011_mid_f.jpg?v=1538683733'],17,MENS,1,https://us.oneill.com/collections/mens-hats/products/fa6196011-mid-clean-and-mean-hat
SHOCKER HAT,HO8196008|BRN|ONE,$26.00,$0,BROWN,['ONE SIZE'],"['O-Neill Men-s Flexfit® snapback hat', 'Structured, mid profile design', 'Front logo embroidery and rear flag label', '100% Cotton']","['https://cdn.shopify.com/s/files/1/2034/7683/products/shocker_HO8196008_brn_f_6b83dcfc-d067-4105-8653-1b154056b123.jpg?v=1537291015', 'https://cdn.shopify.com/s/files/1/2034/7683/products/shocker_HO8196008_brn_b.jpg?v=1537831003']",18,MENS,1,https://us.oneill.com/collections/mens-hats/products/ho8196008-brn-shocker
SHOCKER HAT,HO8196008|NVY|ONE,$26.00,$0,NAVY,['ONE SIZE'],"['O-Neill Men-s Flexfit® snapback hat', 'Structured, mid profile design', 'Front logo embroidery and rear flag label', '100% Cotton']","['https://cdn.shopify.com/s/files/1/2034/7683/products/shocker_HO8196008_nvy_f_ee1080fa-5668-4dc4-ad88-b3d7fbf72618.jpg?v=1537291017', 'https://cdn.shopify.com/s/files/1/2034/7683/products/shocker_HO8196008_nvy_b.jpg?v=1537831000']",19,MENS,1,https://us.oneill.com/collections/mens-hats/products/ho8196008-nvy-shocker
BAR 107 HAT,HO8196004|BLK|ONE,$30.00,$0,BLACK,['ONE SIZE'],"['O-Neill Men-s New Era 6 panel structured hat', 'Snap back design', 'Direct embroidery logo', 'Rear flag label', '85% Acrylic, 15% Wool']","['https://cdn.shopify.com/s/files/1/2034/7683/products/bar107_HO8196004_blk_f_5de1c153-5907-4fab-a825-5948d560407e.jpg?v=1537291004', 'https://cdn.shopify.com/s/files/1/2034/7683/products/bar107_HO8196004_blk_b.jpg?v=1537806404']",20,MENS,1,https://us.oneill.com/collections/mens-hats/products/ho8196004-blk-bar-107
BAR 107 HAT,HO8196004|HGR|ONE,$30.00,$0,HEATHER GREY,['ONE SIZE'],"['O-Neill Men-s New Era 6 panel structured hat', 'Snap back design', 'Direct embroidery logo', 'Rear flag label', '85% Acrylic, 15% Wool']","['https://cdn.shopify.com/s/files/1/2034/7683/products/bar107_HO8196004_hgr_f_b8979471-72d8-4d61-b3b9-ed1617250e20.jpg?v=1537291006', 'https://cdn.shopify.com/s/files/1/2034/7683/products/bar107_HO8196004_hgr_b.jpg?v=1537806407']",21,MENS,1,https://us.oneill.com/collections/mens-hats/products/ho8196004-hgr-bar-107
HAWTHORNE HAT,HO8196014|BLK|S/M,$28.00,$0,BLACK,"['S/M', 'L/XL']","['O-Neill Men-s Flexfit® X-fit stretch cotton hat', '3d front logo direct embroidery', 'Rear flat direct embroidery', '92% Cotton, 2% Elastane']","['https://cdn.shopify.com/s/files/1/2034/7683/products/hawthorn_HO8196014_blk_f.jpg?v=1537489079', 'https://cdn.shopify.com/s/files/1/2034/7683/products/hawthorn_HO8196014_blk_b.jpg?v=1537815156']",22,MENS,1,https://us.oneill.com/collections/mens-hats/products/ho8196014-blk-hawthorne
HAWTHORNE HAT,HO8196014|WNE|S/M,$28.00,$0,WINE,"['S/M', 'L/XL']","['O-Neill Men-s Flexfit® X-fit stretch cotton hat', '3d front logo direct embroidery', 'Rear flat direct embroidery', '92% Cotton, 2% Elastane']","['https://cdn.shopify.com/s/files/1/2034/7683/products/hawthorn_HO8196014_bur_f.jpg?v=1537552525', 'https://cdn.shopify.com/s/files/1/2034/7683/products/hawthorn_HO8196014_bur_b.jpg?v=1537552525']",23,MENS,1,https://us.oneill.com/collections/mens-hats/products/ho8196014-wne-hawthorne
NEIGHBORHOOD HAT,HO8196003|SLT|ONE,$30.00,$0,SLATE,['ONE SIZE'],"['O-Neill Men-s lo profile 6 panel hat', 'Leather strap back', '16 wale cord design', 'Front faux leather patch', '98% Cotton, 2% Elastane']","['https://cdn.shopify.com/s/files/1/2034/7683/products/neighborhood_HO8196003_slt_f_7e264cd4-c5dd-4330-9fda-e1026af3330d.jpg?v=1537291002', 'https://cdn.shopify.com/s/files/1/2034/7683/products/neighborhood_HO8196003_slt_b.jpg?v=1537832685']",24,MENS,1,https://us.oneill.com/collections/mens-hats/products/ho8196003-slt-neighborhood
CAPITAL HAT,HO8196002|BLK|S/M,$28.00,$0,BLACK,"['S/M', 'L/XL']","['O-Neill Men-s Flexfit® cotton twill hat', 'Flat direct logo embroidery', 'Rear flat embroidery', '98% Cotton, 2% Elastane']","['https://cdn.shopify.com/s/files/1/2034/7683/products/capital_HO8196002_blk_f.jpg?v=1537489086', 'https://cdn.shopify.com/s/files/1/2034/7683/products/capital_HO8196002_blk_b.jpg?v=1537809494']",25,MENS,1,https://us.oneill.com/collections/mens-hats/products/ho8196002-blk-capital
CAPITAL HAT,HO8196002|GRY|S/M,$28.00,$0,GREY,"['S/M', 'L/XL']","['O-Neill Men-s Flexfit® cotton twill hat', 'Flat direct logo embroidery', 'Rear flat embroidery', '98% Cotton, 2% Elastane']","['https://cdn.shopify.com/s/files/1/2034/7683/products/capital_HO8196002_gry_f.jpg?v=1537489085', 'https://cdn.shopify.com/s/files/1/2034/7683/products/capital_HO8196002_gry_b.jpg?v=1537809498']",26,MENS,1,https://us.oneill.com/collections/mens-hats/products/ho8196002-gry-capital
SPLITS HAT,HO8196005|ASH|ONE,$28.00,$0,ASPHALT HEATHER,['ONE SIZE'],"['O-Neill Men-s Flexfit® 6 panel snapback hat', 'Lo profile, structured design', 'Front split fabrication', 'Bonded front label and rear flag label', '100% Cotton']","['https://cdn.shopify.com/s/files/1/2034/7683/products/splits_HO8196005_blk_f.jpg?v=1537560955', 'https://cdn.shopify.com/s/files/1/2034/7683/products/splits_HO8196005_blk_b.jpg?v=1537560955']",27,MENS,1,https://us.oneill.com/collections/mens-hats/products/ho8196005-ash-splits
SPLITS HAT,HO8196005|DKA|ONE,$28.00,$0,DARK ARMY,['ONE SIZE'],"['O-Neill Men-s Flexfit® 6 panel snapback hat', 'Lo profile, structured design', 'Front split fabrication', 'Bonded front label and rear flag label', '100% Cotton']","['https://cdn.shopify.com/s/files/1/2034/7683/products/splits_HO8196005_dka_f_8217c859-9ca2-4a06-bddc-969712ddfc48.jpg?v=1537291009', 'https://cdn.shopify.com/s/files/1/2034/7683/products/splits_HO8196005_dka_b.jpg?v=1537560947']",28,MENS,1,https://us.oneill.com/collections/mens-hats/products/ho8196005-dka-splits
WAREHOUSE HAT,HO8196001|BLK|S/M,$28.00,$0,BLACK,"['S/M', 'L/XL']","['O-Neill Men-s Flexfit® mid profile snapback', 'Direct flat logo embroidery', 'Flat rear wave embroidery', '98% Cotton, 2% Elastane']","['https://cdn.shopify.com/s/files/1/2034/7683/products/warehouse_HO8196001_blk_f.jpg?v=1537489087', 'https://cdn.shopify.com/s/files/1/2034/7683/products/warehouse_HO8196001_blk_b.jpg?v=1537826381']",29,MENS,1,https://us.oneill.com/collections/mens-hats/products/ho8196001-blk-warehouse
WAREHOUSE HAT,HO8196001|NVY|S/M,$28.00,$0,NAVY,"['S/M', 'L/XL']","['O-Neill Men-s Flexfit® mid profile snapback', 'Direct flat logo embroidery', 'Flat rear wave embroidery', '98% Cotton, 2% Elastane']","['https://cdn.shopify.com/s/files/1/2034/7683/products/warehouse_HO8196001_nvy_f.jpg?v=1537489086', 'https://cdn.shopify.com/s/files/1/2034/7683/products/warehouse_HO8196001_nvy_b.jpg?v=1537826378']",30,MENS,1,https://us.oneill.com/collections/mens-hats/products/ho8196001-nvy-warehouse
WATTS HAT,HO8196006|BLK|ONE,$28.00,$0,BLACK,['ONE SIZE'],"['O-Neill Men-s low-profile unstructured hat', '5 Panel, snapback design', 'Crushable visor', 'Front flat embroidery and rear flag label', '100% Cotton']","['https://cdn.shopify.com/s/files/1/2034/7683/products/watts_HO8196006_blk_f_72e661d2-b04c-4ef4-86df-85984185bf8a.jpg?v=1537291013', 'https://cdn.shopify.com/s/files/1/2034/7683/products/watts_HO8196006_blk_b.jpg?v=1537826346']",31,MENS,1,https://us.oneill.com/collections/mens-hats/products/ho8196006-blk-watts-hat
REWTS TRUCKER HAT,HO8196013|BLK|ONE,$24.00,$0,BLACK,['ONE SIZE'],"['O-Neill Men-s foam trucker hat', 'Tall profile, snapback design', 'Multi print with rear flag label', '100% Polyester']","['https://cdn.shopify.com/s/files/1/2034/7683/products/rewtstrucker_HO8196013_blk_f_595c3a52-9589-40f0-8c63-d65af6820307.jpg?v=1537291032', 'https://cdn.shopify.com/s/files/1/2034/7683/products/rewtstrucker_HO8196013_blk_b.jpg?v=1537831862']",32,MENS,1,https://us.oneill.com/collections/mens-hats/products/ho8196013-blk-rewts-trucker
HOOVER TRUCKER HAT,HO8196012|DNY|ONE,$20.00,$0,DARK NAVY,['ONE SIZE'],"['O-Neill Men-s Flexfit® foam trucker hat', 'Mid profile, snapback design', 'Multi logo patch and rear flag label', '55% Cotton, 45% Polyester']","['https://cdn.shopify.com/s/files/1/2034/7683/products/hoovertrucker_HO8196012_dny_f_819fd83c-2924-4d84-bcda-428f65ccb83e.jpg?v=1537291029', 'https://cdn.shopify.com/s/files/1/2034/7683/products/hoovertrucker_HO8196012_nvy_b_deba2e92-6d3b-4e1b-ba86-e8695e72e562.jpg?v=1537815627']",33,MENS,1,https://us.oneill.com/collections/mens-hats/products/ho8196012-dny-hoover-trucker
CLEAN AND MEAN HAT,FA6196011|BLK|S/M,$26.00,$0,BLACK,"['S/M', 'L/XL']","['O-Neill men-s Flexfit® X fit hat', 'Front panel 3D logo embroidery', 'Rear embroidery', '98% Cotton / 2% Elastane']","['https://cdn.shopify.com/s/files/1/2034/7683/products/cleanandmeanhat_FA6196011_blk_f_bca8517a-c484-4b55-b5a2-d14da7cd0272.jpg?v=1525137558', 'https://cdn.shopify.com/s/files/1/2034/7683/products/cleanandmeanhat_FA6196011_blk_b_c6b1d337-589c-4c57-a131-528a87e61ad5.jpg?v=1525137558']",34,MENS,1,https://us.oneill.com/collections/mens-hats/products/fa6196011-blk-clean-and-mean-hat
CLEAN AND MEAN HAT,FA6196011|GRY|S/M,$26.00,$0,GREY,"['S/M', 'L/XL']","['O-Neill men-s Flexfit® X fit hat', 'Front panel 3D logo embroidery', 'Rear embroidery', '98% Cotton / 2% Elastane']",['https://cdn.shopify.com/s/files/1/2034/7683/products/cleanandmeanhat_FA6196011_gry_f.jpg?v=1538683732'],35,MENS,1,https://us.oneill.com/collections/mens-hats/products/fa6196011-gry-clean-and-mean-hat
HYBRID HAT,SP8196015|MID|S/M,$35.00,$0,MIDNIGHT,"['S/M', 'L/XL']","['O-Neill Men-s hat', 'Flexfit® X fit', 'Flat logo embroidery', 'Rear embroidery', '98% Cotton / 2% Elastane']","['https://cdn.shopify.com/s/files/1/2034/7683/products/hybridhat_SP8196015_mid_f_03fa0053-657d-4bad-a9e7-5fb1022cee2a.jpg?v=1539046273', 'https://cdn.shopify.com/s/files/1/2034/7683/products/hybridhat_SP8196015_mid_b.jpg?v=1539046273']",36,MENS,1,https://us.oneill.com/collections/mens-hats/products/sp8196015-mid-hybrid-hat
STAPLE HAT,SU8196012|HGR|S/M,$28.00,$0,HEATHER GREY,"['S/M', 'L/XL']","['ONeill Men-s hat', 'Flexfit® X fit', 'Front panel embroidery', 'Rear embroidery', '98% Cotton / 2% Elastane']","['https://cdn.shopify.com/s/files/1/2034/7683/products/staplehat_SU8196012_hgr_f.jpg?v=1540260847', 'https://cdn.shopify.com/s/files/1/2034/7683/products/staplehat_SU8196012_hgr_b.jpg?v=1540260847']",37,MENS,1,https://us.oneill.com/collections/mens-hats/products/su8196012-hgr-staple-hat
SIGNAL BEANIE,HO6191001|BLK|ONE,$18.00,$0,STONE,['ONE'],"['Visor beanie', '100% Acrylic', 'Tubular Knit', 'Embroidered Label ']",['https://cdn.shopify.com/s/files/1/2034/7683/products/LSDJHSJDV.jpg?v=1543537346'],38,MENS,1,https://us.oneill.com/collections/mens-hats/products/signal-beanie
WALKER DAD HAT,FA8196007|MGN|ONE,$16.99,$26.00,MILITARY GREEN,['ONE SIZE'],"['O-Neill Men-s dad hat', 'Garment washed twill', 'Front embroidery, self fabric strap back', '100% Cotton']",['https://cdn.shopify.com/s/files/1/2034/7683/products/walkerdadhat_FA8196007_mgn_f.jpg?v=1527881743'],39,MENS,1,https://us.oneill.com/collections/mens-hats/products/fa8196007-mgn-walker-dad-hat
BALDWIN HAT,FA8196001|COF|ONE,$19.99,$32.00,COFFEE,['ONE SIZE'],"['O-Neill Men-s strapbackhat', '6 Pannel,low profile unstructured fit', 'Cotton slub crown, leather visor', 'Leather front patch label', '100% Cotton']",['https://cdn.shopify.com/s/files/1/2034/7683/products/baldwin_FA8196001_cof_f.jpg?v=1527881751'],40,MENS,1,https://us.oneill.com/collections/mens-hats/products/fa8196001-cof-baldwin
MINER TRUCKER HAT,FA8196010|BLK|ONE,$16.99,$28.00,BLACK,['ONE SIZE'],"['O-Neill Men-s unstructured trucker hat', 'Low profile, 6 panel design', 'Nylon oxford front and visor', 'Front embroidered patch', '100% Cotton']",['https://cdn.shopify.com/s/files/1/2034/7683/products/minertrucker_FA8196010_blk_f.jpg?v=1527881740'],41,MENS,1,https://us.oneill.com/collections/mens-hats/products/fa8196010-blk-miner-trucker
RHYTHM HAT,FA8196005|MGN|ONE,$15.99,$26.00,MILITARY GREEN,['ONE SIZE'],"['O-Neill Men-ssnapback hat', '5 Pannel,mid profile', 'Acrylic wool', 'Front print and flat embroidery, rear flag label', '100% Cotton']",['https://cdn.shopify.com/s/files/1/2034/7683/products/rhythm_FA8196005_mgn_f.jpg?v=1527881745'],42,MENS,1,https://us.oneill.com/collections/mens-hats/products/fa8196005-mgn-rhythm
RHYTHM HAT,FA8196005|DCH|ONE,$19.99,$26.00,ASPHALT,['ONE SIZE'],"['O-Neill Men-s snapback hat', '5 Panel,mid profile structured fit', 'Acrylic wool', 'Front print and flat embroidery, rear flag label', '100% Cotton']",['https://cdn.shopify.com/s/files/1/2034/7683/products/rhythm_FA8196005_dch_f.jpg?v=1527881746'],43,MENS,1,https://us.oneill.com/collections/mens-hats/products/fa8196005-dch-rhythm
SHOP HAT,FA8196013|WNE|ONE,$17.99,$26.00,WINE,['ONE SIZE'],"['O-Neill Men-s snapback hat', 'Mid profile, structured fit', 'Twill with demask front label', 'Rear flag label', '100% Cotton']",['https://cdn.shopify.com/s/files/1/2034/7683/products/shophat_FA8196013_wne_f.jpg?v=1527881734'],44,MENS,1,https://us.oneill.com/collections/mens-hats/products/fa8196013-wne-shop-hat
SHOP HAT,FA8196013|ASH|ONE,$19.99,$26.00,ASPHALT HEATHER,['ONE SIZE'],"['O-Neill Men-s snapback hat', 'Mid profile, structured fit', 'Twill with demask front label', 'Rear flag label', '100% Cotton']",['https://cdn.shopify.com/s/files/1/2034/7683/products/shophat_FA8196013_ash_f.jpg?v=1527881736'],45,MENS,1,https://us.oneill.com/collections/mens-hats/products/fa8196013-ash-shop-hat
MIDLANDS HAT,FA8196002|BLK|ONE,$17.99,$28.00,BLACK,['ONE SIZE'],"['O-Neill Men-s snapback hat', 'New Era mid fit', 'Twill fabric', 'Flat embroidery art on front panel', '100% Cotton']",['https://cdn.shopify.com/s/files/1/2034/7683/products/midlands_FA8196002_blk_f.jpg?v=1527881750'],46,MENS,1,https://us.oneill.com/collections/mens-hats/products/fa8196002-blk-midlands
ESSENTIALS BEANIE,FA6191003|NVY|ONE,$13.99,$16.00,NAVY,['ONE'],"['O-Neill men-s knit cuffed beanie', '100% Acrylic']",['https://cdn.shopify.com/s/files/1/2034/7683/products/essentialsbeanie_FA6191003_nvy_f.jpg?v=1526421094'],47,MENS,1,https://us.oneill.com/collections/mens-hats/products/essentials-beanie-1
MIDLANDS HAT,FA8196002|NVY|ONE,$17.99,$28.00,NAVY,['ONE SIZE'],"['O-Neill Men-s snapback hat', 'New Era mid fit', 'Twill fabric', 'Flat embroidery art on front panel', '100% Cotton']",['https://cdn.shopify.com/s/files/1/2034/7683/products/midlands_FA8196002_nvy_f.jpg?v=1527881750'],48,MENS,1,https://us.oneill.com/collections/mens-hats/products/fa8196002-nvy-midlands
CLEAN AND MEAN HAT,FA6196011|NVY2|S/M,$19.99,$26.00,NAVY 2,"['S/M', 'L/XL']","['O-Neill Men-s hat', 'Flexfit® X fit', 'Flat logo embroidery', 'Rear embroidery', '98% Cotton / 2% Elastane']","['https://cdn.shopify.com/s/files/1/2034/7683/products/cleanandmean_FA6196011_nvy2_f.jpg?v=1527882137', 'https://cdn.shopify.com/s/files/1/2034/7683/products/cleanandmean_FA6196011_nvy2_b.jpg?v=1525801047']",49,MENS,1,https://us.oneill.com/collections/mens-hats/products/fa6196011-nvy2-clean-and-mean-hat
CLEAN AND MEAN HAT,FA6196011|ASH|S/M,$16.99,$26.00,ASPHALT HEATHER,"['S/M', 'L/XL']","['O-Neill Men-s hat', 'Flexfit® X fit', 'Flat logo embroidery', 'Rear embroidery', '98% Cotton / 2% Elastane']","['https://cdn.shopify.com/s/files/1/2034/7683/products/cleanandmeanhat_FA6196011_ash_f.jpg?v=1527882138', 'https://cdn.shopify.com/s/files/1/2034/7683/products/cleanandmeanhat_FA6196011_ash_b.jpg?v=1525801040']",50,MENS,1,https://us.oneill.com/collections/mens-hats/products/fa6196011-ash-clean-and-mean-hat
