产品名字,产品型号,产品价格,产品以前价格,产品颜色,产品尺寸,产品详情,产品图片,产品位置,适合人群,产品页面编号,产品url
goods_name,goods_model,goods_price,goods_discount_price,goods_color,goods_size,goods_details,goods_images,goods_num,gender,goods_page,goods_url
Scope Cap,1080-0629-OS,$29.99,$0,Khaki,['all'],"['100% cotton twill', 'Plastic snapback', 'Stitched eyelets', 'Signature striped front panel liner', 'Engineered red and white striped rear tab', 'Custom Herschel Supply Co. embroidered felt patch']","['https://herschel.com/content/dam/herschel/products/1080/1080-0629-OS_01.jpg', 'https://herschel.com/content/dam/herschel/products/1080/1080-0629-OS_02.jpg', 'https://herschel.com/content/dam/herschel/products/1080/1080-0629-OS_03.jpg']",1,mens,3,https://herschel.com/shop/headwear/scope-cap?v=1080-0629-OS
Scope Cap,1080-0605-OS,$29.99,$0,Aegean Blue,['all'],"['100% cotton twill', 'Plastic snapback', 'Stitched eyelets', 'Signature striped front panel liner', 'Engineered red and white striped rear tab', 'Custom Herschel Supply Co. embroidered felt patch']","['https://herschel.com/content/dam/herschel/products/1080/1080-0605-OS_01.jpg', 'https://herschel.com/content/dam/herschel/products/1080/1080-0605-OS_02.jpg', 'https://herschel.com/content/dam/herschel/products/1080/1080-0605-OS_03.jpg']",1,mens,3,https://herschel.com/shop/headwear/scope-cap?v=1080-0605-OS
Rambler Hat,1062-0669-OS,$89.99,$0,Natural Faded Denim,['all'],"['GORE-TEX two-layer waterproof fabric', 'GORE-TEX waterproof liner', 'Internal GORE-SEAM tape', 'Adjustable internal headband with hook and loop fastener', 'GORE-TEX woven tab', 'Engineered red and white striped tab', 'Embroidered Herschel Supply and GORE-TEX branding']","['https://herschel.com/content/dam/herschel/products/1062/1062-0669-OS_01.jpg', 'https://herschel.com/content/dam/herschel/products/1062/1062-0669-OS_02.jpg', 'https://herschel.com/content/dam/herschel/products/1062/1062-0669-OS_03.jpg']",26,mens,3,https://herschel.com/shop/headwear/rambler-hat?v=1062-0669-OS
Salem Beanie,1066-0478-OS,$24.99,$0,Heather Light Grey,['all'],"['100% acrylic', '8"" cuffed length', '10.5"" unrolled length', 'Double-sided cotton tab with screen printed classic logo']",['https://herschel.com/content/dam/herschel/products/1066/1066-0478-OS_01.jpg'],27,mens,3,https://herschel.com/shop/headwear/salem-beanie?v=1066-0478-OS
Rambler Hat,1062-0592-OS,$89.99,$0,Peacoat/Florescent Yellow - Nylon Collection,['all'],"['GORE-TEX two-layer waterproof fabric', 'GORE-TEX waterproof liner', 'Internal GORE-SEAM tape', 'Adjustable internal headband with hook and loop fastener', 'GORE-TEX woven tab', 'Engineered red and white striped tab', 'Embroidered Herschel Supply and GORE-TEX branding']","['https://herschel.com/content/dam/herschel/products/1062/1062-0592-OS_01.jpg', 'https://herschel.com/content/dam/herschel/products/1062/1062-0592-OS_02.jpg', 'https://herschel.com/content/dam/herschel/products/1062/1062-0592-OS_03.jpg']",26,mens,3,https://herschel.com/shop/headwear/rambler-hat?v=1062-0592-OS
Rambler Hat,1062-0594-OS,$89.99,$0,Yucca/White - Nylon Collection,['all'],"['GORE-TEX two-layer waterproof fabric', 'GORE-TEX waterproof liner', 'Internal GORE-SEAM tape', 'Adjustable internal headband with hook and loop fastener', 'GORE-TEX woven tab', 'Engineered red and white striped tab', 'Embroidered Herschel Supply and GORE-TEX branding']","['https://herschel.com/content/dam/herschel/products/1062/1062-0594-OS_01.jpg', 'https://herschel.com/content/dam/herschel/products/1062/1062-0594-OS_02.jpg', 'https://herschel.com/content/dam/herschel/products/1062/1062-0594-OS_03.jpg']",26,mens,3,https://herschel.com/shop/headwear/rambler-hat?v=1062-0594-OS
