产品名字,产品型号,产品价格,产品以前价格,产品颜色,产品尺寸,产品详情,产品图片,产品位置,适合人群,产品页面编号,产品url
goods_name,goods_model,goods_price,goods_discount_price,goods_color,goods_size,goods_details,goods_images,goods_num,gender,goods_page,goods_url
ROCKAWAY TRUCKER HAT,SP9196012|BLK|ONE,$25.00,$0,BLACK,['ONE SIZE'],"['O-Neill Men-s trucker hat', 'Mid-profile, 5 panel design', 'Structured polyester design with back mesh panels', 'Snapback closure', 'Front woven label', 'Rear flag label', '100% Polyester\n']",['https://cdn.shopify.com/s/files/1/2034/7683/products/rockawaytrucker_SP9196012_blk_f_4ec25c01-556d-4e2c-9fbe-18e7e2d01363.jpg?v=1545169569'],44,mens,1,https://us.oneill.com/collections/mens-hats/products/sp9196012-blk-rockaway-trucker
DEEPEND TRUCKER HAT,SP9196014|BLU|ONE,$20.00,$0,BLUE,['ONE SIZE'],"['O-Neill Men-s trucker hat', 'Tall profile, 5 panel design', 'Structured foam design with back mesh panels', 'Snapback closure', 'Visor rope', 'Front printed label', 'Rear flag label', '100% Polyester\n']",['https://cdn.shopify.com/s/files/1/2034/7683/products/deependtrucker_SP9196014_blu_f_0b22f083-95f7-4100-b271-1d3a9e7631bf.jpg?v=1545169581'],45,mens,1,https://us.oneill.com/collections/mens-hats/products/sp9196014-blu-deepend-trucker
SLODOWN HAT,SP9196019|BLK|S/M,$26.00,$0,BLACK,"['S/M', 'L/XL']","['O-Neill Men-s Flexfit X hat', 'Stretch cotton twill design', 'Logo embroidery at lower right front panel', 'Rear logo embroidery', '98% Cotton, 2% Elastane\n']","['https://cdn.shopify.com/s/files/1/2034/7683/products/slodownhat_SP9196019_blk_f_e9f03ced-620b-4cd4-911c-828f04a87fec.jpg?v=1545169590', 'https://cdn.shopify.com/s/files/1/2034/7683/products/slodownhat_SP9196019_blk_b.jpg?v=1545263853']",46,mens,1,https://us.oneill.com/collections/mens-hats/products/sp9196019-blk-slodown-hat
PREVAIL HAT,SP8196006|DKB|ONE,$26.00,$0,DARK BLUE,['ONE SIZE'],"['ONeill Men-s snapback hat', 'Mid profile, structured fit', 'Front panel puff ', 'O-Neill logo embroidery', '100% Cotton']",['https://cdn.shopify.com/s/files/1/2034/7683/products/prevail_SP8196006_dkb_f.jpg?v=1527881083'],47,mens,1,https://us.oneill.com/collections/mens-hats/products/sp8196006-dkb-prevail
HYBRID HAT,SP8196015|MID2|S/M,$35.00,$0,MIDNIGHT,"['S/M', 'L/XL']","['O-Neill Men-s Flexfit hat', '140% Hyperstretch fabric', 'Performance sweatband', 'Front logo label', 'Rear logo embroidery', '100% Polyester']","['https://cdn.shopify.com/s/files/1/2034/7683/products/hybridhat_SP8196015_mid_f.jpg?v=1545180553', 'https://cdn.shopify.com/s/files/1/2034/7683/products/hybridhat_SP8196015_mid_b_69fb5dc8-a5d1-4d99-be8e-4f1c7db1d079.jpg?v=1545180554']",48,mens,1,https://us.oneill.com/collections/mens-hats/products/sp8196015-mid2-hybrid-hat
WETLANDS HAT,SP8192002|BLK|ONE,$16.99,$26.00,BLACK,['ONE SIZE'],"['O-Neill Men-s bucket hat', 'Logo patch', 'Adjustable drawcord', 'Embroidered eyelet details', 'Brim across: 13.25', '100% Polyester']","['https://cdn.shopify.com/s/files/1/2034/7683/products/wetlands_SP8192002_blk_f.jpg?v=1547055570', 'https://cdn.shopify.com/s/files/1/2034/7683/products/wetlands_SP8192002_blk_b.jpg?v=1547055570', 'https://cdn.shopify.com/s/files/1/2034/7683/products/wetlandshat_SP8192002_blk_3.jpg?v=1547055570', 'https://cdn.shopify.com/s/files/1/2034/7683/products/wetlands_SP8192002_blk_1.jpg?v=1547055570', 'https://cdn.shopify.com/s/files/1/2034/7683/products/wetlandshat_SP8192002_blk_f.jpg?v=1547055570', 'https://cdn.shopify.com/s/files/1/2034/7683/products/wetlandshat_SP8192002_blk_2.jpg?v=1547055570', 'https://cdn.shopify.com/s/files/1/2034/7683/products/wetlands_SP8192002_blk_2.jpg?v=1547055570']",49,mens,1,https://us.oneill.com/collections/mens-hats/products/sp8192002-blk-wetlands-hat
SHIELD TRUCKER HAT,HO8196010|DKA|ONE,$15.99,$26.00,DARK ARMY,['ONE SIZE'],"['O-Neill Men-s Flexfit® foam trucker hat', 'Mid profile, snapback design', 'Front logo patch and rear flag label', '55% Cotton, 45% Polyester']","['https://cdn.shopify.com/s/files/1/2034/7683/products/shieldtrucker_HO8196010_dka_f_da292067-d4d0-459e-9bfa-f8346a2b9333.jpg?v=1537291022', 'https://cdn.shopify.com/s/files/1/2034/7683/products/shieldtrucker_HO8196010_dka_b.jpg?v=1537559912']",50,mens,1,https://us.oneill.com/collections/mens-hats/products/ho8196010-dka-shield-trucker
SUIT UP TRUCKER HAT,HO8196011|COF|ONE,$11.99,$24.00,COFFEE,['ONE SIZE'],"['O-Neill Men-s Flexfit® foam trucker hat', 'Mid profile, snapback design', 'Multi logo patch and rear flag label', '55% Cotton, 45% Polyester']","['https://cdn.shopify.com/s/files/1/2034/7683/products/suituptrucker_HO8196011_cof_f_5eab854f-ca19-4085-8ff9-4cf297f12b49.jpg?v=1537291025', 'https://cdn.shopify.com/s/files/1/2034/7683/products/suituptrucker_HO8196011_cof_b.jpg?v=1537828474']",51,mens,1,https://us.oneill.com/collections/mens-hats/products/ho8196011-cof-suit-up-trucker
LODOWN HAT,SP8196013|BLK|S/M,$19.99,$26.00,BLACK,"['S/M', 'L/XL']","['O-Neill Men-s hat', 'Flexfit® X fit', 'Flat logo embroidery', 'Rear embroidery', '98% Cotton / 2% Elastane']","['https://cdn.shopify.com/s/files/1/2034/7683/products/lodownhat_SP8196013_blk_f.jpg?v=1541451277', 'https://cdn.shopify.com/s/files/1/2034/7683/products/lodownhat_SP8196013_blk_b.jpg?v=1541451277']",52,mens,1,https://us.oneill.com/collections/mens-hats/products/sp8196013-blk-lodown-hat
LODOWN HAT,SP8196013|BGR|S/M,$12.99,$26.00,GREY W/ BLACK,"['S/M', 'L/XL']","['O-Neill Men-s hat', 'Flexfit® X fit', 'Flat logo embroidery', 'Rear embroidery', '98% Cotton / 2% Elastane']","['https://cdn.shopify.com/s/files/1/2034/7683/products/lodownhat_SP8196013_bgr_f.jpg?v=1538683735', 'https://cdn.shopify.com/s/files/1/2034/7683/products/lodownhat_SP8196013_bgr_b.jpg?v=1539034228']",53,mens,1,https://us.oneill.com/collections/mens-hats/products/sp8196013-bgr-lodown-hat
LODOWN HAT,SP8196013|MID|S/M,$12.99,$26.00,MIDNIGHT,"['S/M', 'L/XL']","['O-Neill Men-s hat', 'Flexfit® X fit', 'Flat logo embroidery', 'Rear embroidery', '98% Cotton / 2% Elastane']","['https://cdn.shopify.com/s/files/1/2034/7683/products/lodownhat_SP8196013_mid_f.jpg?v=1538683737', 'https://cdn.shopify.com/s/files/1/2034/7683/products/lodownhat_SP8196013_mid_b.jpg?v=1539033723']",54,mens,1,https://us.oneill.com/collections/mens-hats/products/sp8196013-mid-lodown-hat
CLEAN AND MEAN HAT,FA6196011|MID|S/M,$14.99,$26.00,MIDNIGHT,"['S/M', 'L/XL']","['O-Neill men-s Flexfit® X fit hat', 'Front panel 3D logo embroidery', 'Rear embroidery', '98% Cotton / 2% Elastane']",['https://cdn.shopify.com/s/files/1/2034/7683/products/cleanandmeanhat_FA6196011_mid_f.jpg?v=1538683733'],55,mens,1,https://us.oneill.com/collections/mens-hats/products/fa6196011-mid-clean-and-mean-hat
SHOCKER HAT,HO8196008|NVY|ONE,$13.99,$26.00,NAVY,['ONE SIZE'],"['O-Neill Men-s Flexfit® snapback hat', 'Structured, mid profile design', 'Front logo embroidery and rear flag label', '100% Cotton']","['https://cdn.shopify.com/s/files/1/2034/7683/products/shocker_HO8196008_nvy_f_ee1080fa-5668-4dc4-ad88-b3d7fbf72618.jpg?v=1537291017', 'https://cdn.shopify.com/s/files/1/2034/7683/products/shocker_HO8196008_nvy_b.jpg?v=1537831000']",56,mens,1,https://us.oneill.com/collections/mens-hats/products/ho8196008-nvy-shocker
BAR 107 HAT,HO8196004|BLK|ONE,$17.99,$30.00,BLACK,['ONE SIZE'],"['O-Neill Men-s New Era 6 panel structured hat', 'Snap back design', 'Direct embroidery logo', 'Rear flag label', '85% Acrylic, 15% Wool']","['https://cdn.shopify.com/s/files/1/2034/7683/products/bar107_HO8196004_blk_f_5de1c153-5907-4fab-a825-5948d560407e.jpg?v=1537291004', 'https://cdn.shopify.com/s/files/1/2034/7683/products/bar107_HO8196004_blk_b.jpg?v=1537806404']",57,mens,1,https://us.oneill.com/collections/mens-hats/products/ho8196004-blk-bar-107
NEIGHBORHOOD HAT,HO8196003|SLT|ONE,$14.99,$30.00,SLATE,['ONE SIZE'],"['O-Neill Men-s lo profile 6 panel hat', 'Leather strap back', '16 wale cord design', 'Front faux leather patch', '98% Cotton, 2% Elastane']","['https://cdn.shopify.com/s/files/1/2034/7683/products/neighborhood_HO8196003_slt_f_7e264cd4-c5dd-4330-9fda-e1026af3330d.jpg?v=1537291002', 'https://cdn.shopify.com/s/files/1/2034/7683/products/neighborhood_HO8196003_slt_b.jpg?v=1537832685']",58,mens,1,https://us.oneill.com/collections/mens-hats/products/ho8196003-slt-neighborhood
CAPITAL HAT,HO8196002|BLK|S/M,$13.99,$28.00,BLACK,"['S/M', 'L/XL']","['O-Neill Men-s Flexfit® cotton twill hat', 'Flat direct logo embroidery', 'Rear flat embroidery', '98% Cotton, 2% Elastane']","['https://cdn.shopify.com/s/files/1/2034/7683/products/capital_HO8196002_blk_f.jpg?v=1537489086', 'https://cdn.shopify.com/s/files/1/2034/7683/products/capital_HO8196002_blk_b.jpg?v=1537809494']",59,mens,1,https://us.oneill.com/collections/mens-hats/products/ho8196002-blk-capital
CAPITAL HAT,HO8196002|GRY|S/M,$20.99,$28.00,GREY,"['S/M', 'L/XL']","['O-Neill Men-s Flexfit® cotton twill hat', 'Flat direct logo embroidery', 'Rear flat embroidery', '98% Cotton, 2% Elastane']","['https://cdn.shopify.com/s/files/1/2034/7683/products/capital_HO8196002_gry_f.jpg?v=1537489085', 'https://cdn.shopify.com/s/files/1/2034/7683/products/capital_HO8196002_gry_b.jpg?v=1537809498']",60,mens,1,https://us.oneill.com/collections/mens-hats/products/ho8196002-gry-capital
SPLITS HAT,HO8196005|ASH|ONE,$14.99,$28.00,ASPHALT HEATHER,['ONE SIZE'],"['O-Neill Men-s Flexfit® 6 panel snapback hat', 'Lo profile, structured design', 'Front split fabrication', 'Bonded front label and rear flag label', '100% Cotton']","['https://cdn.shopify.com/s/files/1/2034/7683/products/splits_HO8196005_blk_f.jpg?v=1537560955', 'https://cdn.shopify.com/s/files/1/2034/7683/products/splits_HO8196005_blk_b.jpg?v=1537560955']",61,mens,1,https://us.oneill.com/collections/mens-hats/products/ho8196005-ash-splits
SPLITS HAT,HO8196005|DKA|ONE,$14.99,$28.00,DARK ARMY,['ONE SIZE'],"['O-Neill Men-s Flexfit® 6 panel snapback hat', 'Lo profile, structured design', 'Front split fabrication', 'Bonded front label and rear flag label', '100% Cotton']","['https://cdn.shopify.com/s/files/1/2034/7683/products/splits_HO8196005_dka_f_8217c859-9ca2-4a06-bddc-969712ddfc48.jpg?v=1537291009', 'https://cdn.shopify.com/s/files/1/2034/7683/products/splits_HO8196005_dka_b.jpg?v=1537560947']",62,mens,1,https://us.oneill.com/collections/mens-hats/products/ho8196005-dka-splits
WAREHOUSE HAT,HO8196001|BLK|S/M,$14.99,$28.00,BLACK,"['S/M', 'L/XL']","['O-Neill Men-s Flexfit® mid profile snapback', 'Direct flat logo embroidery', 'Flat rear wave embroidery', '98% Cotton, 2% Elastane']","['https://cdn.shopify.com/s/files/1/2034/7683/products/warehouse_HO8196001_blk_f.jpg?v=1537489087', 'https://cdn.shopify.com/s/files/1/2034/7683/products/warehouse_HO8196001_blk_b.jpg?v=1537826381']",63,mens,1,https://us.oneill.com/collections/mens-hats/products/ho8196001-blk-warehouse
WAREHOUSE HAT,HO8196001|NVY|S/M,$14.99,$28.00,NAVY,"['S/M', 'L/XL']","['O-Neill Men-s Flexfit® mid profile snapback', 'Direct flat logo embroidery', 'Flat rear wave embroidery', '98% Cotton, 2% Elastane']","['https://cdn.shopify.com/s/files/1/2034/7683/products/warehouse_HO8196001_nvy_f.jpg?v=1537489086', 'https://cdn.shopify.com/s/files/1/2034/7683/products/warehouse_HO8196001_nvy_b.jpg?v=1537826378']",64,mens,1,https://us.oneill.com/collections/mens-hats/products/ho8196001-nvy-warehouse
WATTS HAT,HO8196006|BLK|ONE,$13.99,$28.00,BLACK,['ONE SIZE'],"['O-Neill Men-s low-profile unstructured hat', '5 Panel, snapback design', 'Crushable visor', 'Front flat embroidery and rear flag label', '100% Cotton']","['https://cdn.shopify.com/s/files/1/2034/7683/products/watts_HO8196006_blk_f_72e661d2-b04c-4ef4-86df-85984185bf8a.jpg?v=1537291013', 'https://cdn.shopify.com/s/files/1/2034/7683/products/watts_HO8196006_blk_b.jpg?v=1537826346']",65,mens,1,https://us.oneill.com/collections/mens-hats/products/ho8196006-blk-watts-hat
HOOVER TRUCKER HAT,HO8196012|DNY|ONE,$10.99,$20.00,DARK NAVY,['ONE SIZE'],"['O-Neill Men-s Flexfit® foam trucker hat', 'Mid profile, snapback design', 'Multi logo patch and rear flag label', '55% Cotton, 45% Polyester']","['https://cdn.shopify.com/s/files/1/2034/7683/products/hoovertrucker_HO8196012_dny_f_819fd83c-2924-4d84-bcda-428f65ccb83e.jpg?v=1537291029', 'https://cdn.shopify.com/s/files/1/2034/7683/products/hoovertrucker_HO8196012_nvy_b_deba2e92-6d3b-4e1b-ba86-e8695e72e562.jpg?v=1537815627']",66,mens,1,https://us.oneill.com/collections/mens-hats/products/ho8196012-dny-hoover-trucker
CLEAN AND MEAN HAT,FA6196011|GRY|S/M,$13.99,$26.00,GREY,"['S/M', 'L/XL']","['O-Neill men-s Flexfit® X fit hat', 'Front panel 3D logo embroidery', 'Rear embroidery', '98% Cotton / 2% Elastane']",['https://cdn.shopify.com/s/files/1/2034/7683/products/cleanandmeanhat_FA6196011_gry_f.jpg?v=1538683732'],67,mens,1,https://us.oneill.com/collections/mens-hats/products/fa6196011-gry-clean-and-mean-hat
STAPLE HAT,SU8196012|HGR|S/M,$16.99,$28.00,HEATHER GREY,"['S/M', 'L/XL']","['ONeill Men-s hat', 'Flexfit® X fit', 'Front panel embroidery', 'Rear embroidery', '98% Cotton / 2% Elastane']","['https://cdn.shopify.com/s/files/1/2034/7683/products/staplehat_SU8196012_hgr_f.jpg?v=1540260847', 'https://cdn.shopify.com/s/files/1/2034/7683/products/staplehat_SU8196012_hgr_b.jpg?v=1540260847']",68,mens,1,https://us.oneill.com/collections/mens-hats/products/su8196012-hgr-staple-hat
SHOP HAT,FA8196013|WNE|ONE,$13.99,$26.00,WINE,['ONE SIZE'],"['O-Neill Men-s snapback hat', 'Mid profile, structured fit', 'Twill with front label', 'Rear flag label', '100% Cotton']",['https://cdn.shopify.com/s/files/1/2034/7683/products/shophat_FA8196013_wne_f.jpg?v=1527881734'],69,mens,1,https://us.oneill.com/collections/mens-hats/products/fa8196013-wne-shop-hat
SHOP HAT,FA8196013|ASH|ONE,$12.99,$26.00,ASPHALT HEATHER,['ONE SIZE'],"['O-Neill Men-s snapback hat', 'Mid profile, structured fit', 'Twill with front label', 'Rear flag label', '100% Cotton']",['https://cdn.shopify.com/s/files/1/2034/7683/products/shophat_FA8196013_ash_f.jpg?v=1527881736'],70,mens,1,https://us.oneill.com/collections/mens-hats/products/fa8196013-ash-shop-hat
MIDLANDS HAT,FA8196002|BLK|ONE,$11.99,$28.00,BLACK,['ONE SIZE'],"['O-Neill Men-s snapback hat', 'New Era mid fit', 'Twill fabric', 'Flat embroidery art on front panel', '100% Cotton']",['https://cdn.shopify.com/s/files/1/2034/7683/products/midlands_FA8196002_blk_f.jpg?v=1527881750'],71,mens,1,https://us.oneill.com/collections/mens-hats/products/fa8196002-blk-midlands
MIDLANDS HAT,FA8196002|NVY|ONE,$9.99,$28.00,NAVY,['ONE SIZE'],"['O-Neill Men-s snapback hat', 'New Era mid fit', 'Twill fabric', 'Flat embroidery art on front panel', '100% Cotton']",['https://cdn.shopify.com/s/files/1/2034/7683/products/midlands_FA8196002_nvy_f.jpg?v=1527881750'],72,mens,1,https://us.oneill.com/collections/mens-hats/products/fa8196002-nvy-midlands
CLEAN AND MEAN HAT,FA6196011|NVY2|S/M,$12.99,$26.00,NAVY 2,"['S/M', 'L/XL']","['O-Neill Men-s hat', 'Flexfit® X fit', 'Flat logo embroidery', 'Rear embroidery', '98% Cotton / 2% Elastane']","['https://cdn.shopify.com/s/files/1/2034/7683/products/cleanandmean_FA6196011_nvy2_f.jpg?v=1527882137', 'https://cdn.shopify.com/s/files/1/2034/7683/products/cleanandmean_FA6196011_nvy2_b.jpg?v=1525801047']",73,mens,1,https://us.oneill.com/collections/mens-hats/products/fa6196011-nvy2-clean-and-mean-hat
CLEAN AND MEAN HAT,FA6196011|ASH|S/M,$11.99,$26.00,ASPHALT HEATHER,"['S/M', 'L/XL']","['O-Neill Men-s hat', 'Flexfit® X fit', 'Flat logo embroidery', 'Rear embroidery', '98% Cotton / 2% Elastane']","['https://cdn.shopify.com/s/files/1/2034/7683/products/cleanandmeanhat_FA6196011_ash_f.jpg?v=1527882138', 'https://cdn.shopify.com/s/files/1/2034/7683/products/cleanandmeanhat_FA6196011_ash_b.jpg?v=1525801040']",74,mens,1,https://us.oneill.com/collections/mens-hats/products/fa6196011-ash-clean-and-mean-hat
HOT BOX HAT,FA8196003|DCH|S/M,$17.99,$28.00,ASPHALT,"['S/M', 'L/XL']","['O-Neill Men-s AJ flexfit hat', 'Cotton twill fabric', '3D boxed logo, rear flat wordmark embroidery', '100% Cotton']","['https://cdn.shopify.com/s/files/1/2034/7683/products/hotbox_FA8196003_dch_f.jpg?v=1527881748', 'https://cdn.shopify.com/s/files/1/2034/7683/products/hotbox_FA8196003_dch_b.jpg?v=1528927851']",75,mens,1,https://us.oneill.com/collections/mens-hats/products/fa8196003-dch-hot-box
HOT BOX HAT,FA8196003|NVH|S/M,$10.99,$28.00,NAVY HEATHER,"['S/M', 'L/XL']","['O-Neill Men-s AJ flexfit hat', 'Cotton twill fabric', '3D boxed logo, rear flat wordmark embroidery', '100% Cotton']","['https://cdn.shopify.com/s/files/1/2034/7683/products/hotbox_FA8196003_nvh_f.jpg?v=1527881747', 'https://cdn.shopify.com/s/files/1/2034/7683/products/hotbox_FA8196003_nvh_b.jpg?v=1528927866']",76,mens,1,https://us.oneill.com/collections/mens-hats/products/fa8196003-nvh-hot-box
PREVAIL HAT,SP8196006|BLK2|ONE,$8.99,$26.00,BLACK 2,['ONE SIZE'],"['ONeill Men-s snapback hat', 'Mid profile, structured fit', 'Front panel puff ', 'O-Neill logo embroidery', '100% Cotton']",['https://cdn.shopify.com/s/files/1/2034/7683/products/prevail_SP8196006_blk2_f.jpg?v=1527881083'],77,mens,1,https://us.oneill.com/collections/mens-hats/products/sp8196006-blk2-prevail
PREVAIL HAT,SP8196006|HGR|ONE,$8.99,$26.00,HEATHER GREY,['ONE SIZE'],"['ONeill Men-s snapback hat', 'Mid profile, structured fit', 'Front panel puff ', 'O-Neill logo embroidery', '100% Cotton']",['https://cdn.shopify.com/s/files/1/2034/7683/products/prevail_SP8196006_hgr_f.jpg?v=1527881082'],78,mens,1,https://us.oneill.com/collections/mens-hats/products/sp8196006-hgr-prevail
STAPLE HAT,SU8196012|BLK|S/M,$9.99,$28.00,BLACK,"['S/M', 'L/XL']","['O-Neill Men-s hat', 'Flexfit® X fit', 'Front panel embroidery', 'Rear embroidery', '98% Cotton / 2% Elastane']",['https://cdn.shopify.com/s/files/1/2034/7683/products/staplehat_SU8196012_blk_f.jpg?v=1527881019'],79,mens,1,https://us.oneill.com/collections/mens-hats/products/su8196012-blk-staple-hat
INTL SURF DAY TRUCKER BLACK,FA8196014|BLK|ONE,$6.99,$20.00,BLACK,['ONE SIZE'],"['O-Neill Men-s 5 panel trucker hat', 'Rear hidden bottle opener', 'Printed front panel', 'Tall profile', '100% Cotton']",['https://cdn.shopify.com/s/files/1/2034/7683/products/intlsurfdaytrucker_FA8196014_blk_f.jpg?v=1527881734'],80,mens,1,https://us.oneill.com/collections/mens-hats/products/fa8196014-blk-intl-surf-day-trucker
PALM BOMB HAT,SU8196005|SLT|ONE,$7.99,$26.00,SLATE,['ONE SIZE'],"['ONeill Men-s snapback hat', 'Lo Profile Fit', 'Front panel patch embroidery', '100% Cotton']","['https://cdn.shopify.com/s/files/1/2034/7683/products/palmbomb_SU8196005_slt_f_06a1800c-8d6c-4822-a580-82c2b246bb17.jpg?v=1520900799', 'https://cdn.shopify.com/s/files/1/2034/7683/products/palmbomb_SU8196005_slt_b_12829da8-700e-4e06-ae3e-0f2c0186608b.jpg?v=1540260853']",81,mens,1,https://us.oneill.com/collections/mens-hats/products/su8196005-slt-palm-bomb
DUME DAD HAT,SU8196013|KHA2|ONE,$7.99,$24.00,LIGHT KHAKI,['ONE SIZE'],"['ONeill Men-s hat', 'Dad hat fit', 'Front panel flat O-Neill est.embroidery', '100% Cotton']",['https://cdn.shopify.com/s/files/1/2034/7683/products/dumedadhat_SU8196013_kha2_f_49fb536e-6f0c-46a6-9de5-b45f3e71cb2a.jpg?v=1520446962'],82,mens,1,https://us.oneill.com/collections/mens-hats/products/su8196013-kha2-dume-dad-hat
HESHER DAD HAT,SU8196006|GRB|ONE,$8.99,$28.00,GRAY BLUE,['ONE SIZE'],"['ONeill Men-s hat', 'Dad hat fit', 'Wavecult embroidered patch detail', '100% Cotton']",['https://cdn.shopify.com/s/files/1/2034/7683/products/hesherdadhat_SU8196006_grb_f_e6f0696c-ea65-4e0e-89e4-b18251437ef7.jpg?v=1520896057'],83,mens,1,https://us.oneill.com/collections/mens-hats/products/su8196006-grb-hesher-dad-hat
EMPORIUM HAT,SU8196002|NVY|ONE,$8.99,$28.00,NAVY,['ONE SIZE'],"['ONeill Men-s hat', 'New Era mid fit', 'Flat logo embroidery', '100% Cotton']",['https://cdn.shopify.com/s/files/1/2034/7683/products/emporium_SU8196002_nvy_f_49c3a84d-422c-455c-9a20-e185eb56fbb7.jpg?v=1520897184'],84,mens,1,https://us.oneill.com/collections/mens-hats/products/su8196002-nvy-emporium
PREVAIL HAT,SP8196006|BLK|ONE,$7.99,$26.00,BLACK,['ONE SIZE'],"['ONeill Men-s snapback hat', 'Mid profile, structured fit', 'Front panel puff ', 'O-Neill logo embroidery', '100% Cotton']","['https://cdn.shopify.com/s/files/1/2034/7683/products/prevail_SP8196006_blk_f.jpg?v=1513361838', 'https://cdn.shopify.com/s/files/1/2034/7683/products/prevail_SP8196006_blk_b.jpg?v=1539380144']",85,mens,1,https://us.oneill.com/collections/mens-hats/products/sp8196006-blk-prevail
PREVAIL HATS,SP8196006|RWB|ONE,$7.99,$26.00,RED WHITE BLUE,['ONE SIZE'],"['ONeill Men-s six panel snapback hat', 'Mid fit', 'Front panel puff O-Neill logo embroidery', '100% Cotton']",['https://cdn.shopify.com/s/files/1/2034/7683/products/prevail_SP8196006_rwb_f.jpg?v=1522193335'],86,mens,1,https://us.oneill.com/collections/mens-hats/products/sp8196006-rwb-prevail
SUPPLY CO HAT,SU8196003|BLK|ONE,$8.99,$28.00,BLACK,['ONE SIZE'],"['ONeill Men-s five panel snapback hat', 'Lo profile fit', 'Front panel O-Neill logo', '85% Cotton / 15% Polyester']",['https://cdn.shopify.com/s/files/1/2034/7683/products/supplyco_SU8196003_blk_f_6a36878a-4194-49e1-8690-9bf4f5653208.jpg?v=1520901431'],87,mens,1,https://us.oneill.com/collections/mens-hats/products/su8196003-blk-supply-co
WAVE-CORE HAT,SU8196004|BLK|ONE,$8.99,$28.00,BLACK,['ONE SIZE'],"['ONeill Men-s six panel snapback hat', 'Mid fit', 'Front panel embroidered patch', '100% Cotton']",['https://cdn.shopify.com/s/files/1/2034/7683/products/wavecore_SU8196004_blk_f_c7d71633-198e-4da1-b853-d747bb73577b.jpg?v=1520896779'],88,mens,1,https://us.oneill.com/collections/mens-hats/products/su8196004-blk-wave-core
WALKER DAD HAT,FA8196007|NVY|ONE,$15.99,$26.00,NAVY,['ONE SIZE'],"['O-Neill Men-s dad hat', 'Garment washed twill', 'Front embroidery, self fabric strap back', '100% Cotton']",['https://cdn.shopify.com/s/files/1/2034/7683/products/walkerdadhat_FA8196007_nvy_f.jpg?v=1527881743'],89,mens,1,https://us.oneill.com/collections/mens-hats/products/fa8196007-nvy-walker-dad-hat
MINER TRUCKER HAT,FA8196010|BLK|ONE,$16.99,$28.00,BLACK,['ONE SIZE'],"['O-Neill Men-s unstructured trucker hat', 'Low profile, 6 panel design', 'Nylon oxford front and visor', 'Front embroidered patch', '100% Cotton']",['https://cdn.shopify.com/s/files/1/2034/7683/products/minertrucker_FA8196010_blk_f.jpg?v=1527881740'],90,mens,1,https://us.oneill.com/collections/mens-hats/products/fa8196010-blk-miner-trucker
LODOWN HAT,SP8196013|NVH|S/M,$9.99,$26.00,NAVY HEATHER,"['S/M', 'L/XL']","['ONeill Men-s hat', 'Flexfit fit', 'Flat logo embroidery', 'Rear embroidery', '98% Cotton / 2% Elastane']","['https://cdn.shopify.com/s/files/1/2034/7683/products/lodownhat_SP8196013_nvh_f.jpg?v=1522276179', 'https://cdn.shopify.com/s/files/1/2034/7683/products/lodownhat_SP8196013_nvh_b.jpg?v=1522276180']",91,mens,1,https://us.oneill.com/collections/mens-hats/products/sp8196013-nvh-lodown-hat
VATER HAT,HO7196008|ARM|ONE,$19.99,$26.00,ARMY,['ONE'],"['Dad hat fit', 'Brushed cotton', 'Front panel wave embroidery', 'Rear logo embroidery']",['https://cdn.shopify.com/s/files/1/2034/7683/products/vaterhat_HO7196008_arm_f.jpg?v=1507766226'],92,mens,1,https://us.oneill.com/collections/mens-hats/products/ho7196008-arm-vater-hat
LOWTIDE HAT,HO7196002|ARM|ONE,$22.99,$30.00,ARMY,['ONE'],"['Standard fit snapback', '100% Cotton', 'Center front debossed patch', 'rear flag label']","['https://cdn.shopify.com/s/files/1/2034/7683/products/lowtidehat_HO7196002_arm_f.jpg?v=1507766024', 'https://cdn.shopify.com/s/files/1/2034/7683/products/lowtidehat_HO7196002_arm_b.jpg?v=1507766025']",93,mens,1,https://us.oneill.com/collections/mens-hats/products/ho7196002-arm-lowtide-hat
TOKEN BEANIE,HO8191001|HGR|ONE,$28.00,$0,HEATHER GREY,['ONE SIZE'],"['O-Neill Men-s dock wear cuff beanie', 'Waffle knit', 'Woven label', '100% Acrylic']","['https://cdn.shopify.com/s/files/1/2034/7683/products/token_HO8191001_hgr_f_d8904bee-36c9-4bf1-837a-53ff386d9fc7.jpg?v=1537826668', 'https://cdn.shopify.com/s/files/1/2034/7683/products/token_HO8191001_hgr_b.jpg?v=1537826668', 'https://cdn.shopify.com/s/files/1/2034/7683/products/token_HO8191001_hgr_1.jpg?v=1537826668']",94,mens,1,https://us.oneill.com/collections/mens-hats/products/ho8191001-hgr-token
RHYTHM HAT,FA8196005|DCH|ONE,$19.99,$26.00,ASPHALT,['ONE SIZE'],"['O-Neill Men-s snapback hat', '5 Panel,mid profile structured fit', 'Acrylic wool', 'Front print and flat embroidery, rear flag label', '100% Cotton']",['https://cdn.shopify.com/s/files/1/2034/7683/products/rhythm_FA8196005_dch_f.jpg?v=1527881746'],95,mens,1,https://us.oneill.com/collections/mens-hats/products/fa8196005-dch-rhythm
