产品名字,产品型号,产品价格,产品以前价格,产品颜色,产品尺寸,产品详情,产品图片,产品标题,产品位置,适合人群,产品页面编号,产品评论,产品url
goods_name,goods_model,goods_price,goods_discount_price,goods_color,goods_size,goods_details,goods_images,goods_title,goods_num,gender,goods_page,goods_comments,goods_url
BUCKET HAT 渔夫帽,EK4794,¥299,0,黑,"['OSFW', 'OSFM']",[],"['https://img.adidas.com.cn/resources/2019/1/11/15472043003587820_500X500.jpg', 'https://img.adidas.com.cn/resources/2019/1/11/15472042953082797_500X500.jpg', 'https://img.adidas.com.cn/resources/2019/1/11/1547204298416454_500X500.jpg', 'https://img.adidas.com.cn/resources/2019/1/11/15472043055341396_500X500.jpg', 'https://img.adidas.com.cn/resources/2019/1/11/15472042927441930_500X500.jpg', 'https://img.adidas.com.cn/resources/2019/1/11/15472043020296281_500X500.jpg']",中性 ORIGINALS,1,men,1,[],https://www.adidas.com.cn/item/EK4794?locale=zh_CN
RECYCLED CAP 帽子,DV0257,¥399,0,黑,['OSFM'],[],"['https://img.adidas.com.cn/resources/2019/1/11/15472034090018518_500X500.jpg', 'https://img.adidas.com.cn/resources/2019/1/11/15472034228958665_500X500.jpg', 'https://img.adidas.com.cn/resources/2019/1/11/15472034143646302_500X500.jpg', 'https://img.adidas.com.cn/resources/2019/1/11/15472034165934199_500X500.jpg', 'https://img.adidas.com.cn/resources/2019/1/11/15472034118601123_500X500.jpg', 'https://img.adidas.com.cn/resources/2019/1/11/15472034189501682_500X500.jpg']",中性 ORIGINALS,2,men,1,[],https://www.adidas.com.cn/item/DV0257?locale=zh_CN
CAP 帽子,DV0222,¥249,0,黑/白,['OSFW'],[],"['https://img.adidas.com.cn/resources/2019/1/11/15472035871709709_500X500.jpg', 'https://img.adidas.com.cn/resources/2019/1/11/15472035777421603_500X500.jpg', 'https://img.adidas.com.cn/resources/2019/1/11/15472035758971789_500X500.jpg', 'https://img.adidas.com.cn/resources/2019/1/11/15472035851163453_500X500.jpg', 'https://img.adidas.com.cn/resources/2019/1/11/15472035825039740_500X500.jpg', 'https://img.adidas.com.cn/resources/2019/1/11/15472035793636242_500X500.jpg']",女子 ORIGINALS,3,men,1,[],https://www.adidas.com.cn/item/DV0222?locale=zh_CN
SB CLASSIC TRE 帽子,DV0176,¥249,0,黑/白,"['OSFW', 'OSFM']",[],"['https://img.adidas.com.cn/resources/2019/1/11/15472035376083913_500X500.jpg', 'https://img.adidas.com.cn/resources/2019/1/11/15472035418929579_500X500.jpg', 'https://img.adidas.com.cn/resources/2019/1/11/15472035357405125_500X500.jpg', 'https://img.adidas.com.cn/resources/2019/1/11/15472035392594061_500X500.jpg', 'https://img.adidas.com.cn/resources/2019/1/11/15472035447747451_500X500.jpg', 'https://img.adidas.com.cn/resources/2019/1/11/15472035324486457_500X500.jpg']",中性 ORIGINALS,4,men,1,[],https://www.adidas.com.cn/item/DV0176?locale=zh_CN
SAMSTAG ARC CAP 帽子,DU6799,¥349,0,红/青蓝,['OSFM'],[],"['https://img.adidas.com.cn/resources/2019/1/11/15472035542497580_500X500.jpg', 'https://img.adidas.com.cn/resources/2019/1/11/15472035595304030_500X500.jpg', 'https://img.adidas.com.cn/resources/2019/1/11/15472035612205875_500X500.jpg', 'https://img.adidas.com.cn/resources/2019/1/11/15472035519138051_500X500.jpg', 'https://img.adidas.com.cn/resources/2019/1/11/1547203557127311_500X500.jpg', 'https://img.adidas.com.cn/resources/2019/1/11/15472035497075806_500X500.jpg']",中性 ORIGINALS,5,men,1,[],https://www.adidas.com.cn/item/DU6799?locale=zh_CN
运动帽,BK3049,¥249,0,黑,"['OSFW', 'OSFM']",[],"['https://img.adidas.com.cn/resources/2019/1/9/15470253585266266_500X500.jpg', 'https://img.adidas.com.cn/resources/2019/1/9/15470253646998633_500X500.jpg', 'https://img.adidas.com.cn/resources/2019/1/9/15470253742167904_500X500.jpg', 'https://img.adidas.com.cn/resources/2019/1/9/15470253803167363_500X500.jpg', 'https://img.adidas.com.cn/resources/2019/1/9/15470253708016272_500X500.jpg', 'https://img.adidas.com.cn/resources/2019/1/9/15470253887977453_500X500.jpg', 'https://img.adidas.com.cn/resources/2019/1/9/15470253864272308_500X500.jpg']",中性 训练,6,men,1,[],https://www.adidas.com.cn/item/BK3049?locale=zh_CN
RUN CAP 帽子,DT5439,¥429,0,黑,['OSFW'],[],"['https://img.adidas.com.cn/resources/2019/1/9/15470310505956220_500X500.jpg', 'https://img.adidas.com.cn/resources/2019/1/9/15470310604125267_500X500.jpg', 'https://img.adidas.com.cn/resources/2019/1/9/15470310549447323_500X500.jpg', 'https://img.adidas.com.cn/resources/2019/1/9/15470310639597743_500X500.jpg', 'https://img.adidas.com.cn/resources/2019/1/9/15470310522808990_500X500.jpg', 'https://img.adidas.com.cn/resources/2019/1/9/15470310577872990_500X500.jpg']",女子 adidas by Stella McCartney,7,men,1,[],https://www.adidas.com.cn/item/DT5439?locale=zh_CN
6P 3S CAP COTTO 运动帽,DU0196,¥99,0,黑/白/白,"['OSFW', 'OSFM']","[' 这款帽子采用Climalite面料打造，力求助你保持干爽。背面配可调节按扣，预成型帽檐缀三条纹标志。 ', 'Climalite面料', '中号预成型帽檐缀刺绣三条纹', '背面可调节束带配扣环', '六片式结构', '正面饰adidas绣标', '均码，旨在适合多数人使用']","['https://img.adidas.com.cn/resources/2018/12/26/15458230468392852_500X500.jpg', 'https://img.adidas.com.cn/resources/2018/12/26/15458230565116799_500X500.jpg', 'https://img.adidas.com.cn/resources/2018/12/26/15458230492663663_500X500.jpg', 'https://img.adidas.com.cn/resources/2018/12/26/15458230581511306_500X500.jpg', 'https://img.adidas.com.cn/resources/2018/12/26/15458230510303533_500X500.jpg', 'https://img.adidas.com.cn/resources/2018/12/26/1545823054200683_500X500.jpg']",中性 训练,8,men,1,"[{'goods_comment_star': 5, 'goods_comment_time': '2018/04/06', 'goods_comment_comment': '时尚潮流非常喜欢，以后常来买衣服鞋子帽子'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/01/14', 'goods_comment_comment': '帽子质量很好，戴上超酷的，就差出道了'}, {'goods_comment_star': 5, 'goods_comment_time': '\n\t\t\t\t\t\t\t尺码：OSFM', 'goods_comment_comment': '阿迪爸爸棒棒棒！！！！！！！！'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/01/13', 'goods_comment_comment': '不错不错，使用优惠券购买的，很好的帽子'}, {'goods_comment_star': 5, 'goods_comment_time': '\n\t\t\t\t\t\t\t尺码：OSFM', 'goods_comment_comment': '戴着舒适，大小也合适。样子棒棒的。'}]",https://www.adidas.com.cn/item/DU0196?locale=zh_CN
BASEB CLASS TRE 帽子,EC3603,¥149,0,黑/白,"['OSFW', 'OSFM']","[' 这款棒球帽，含预成型弧形帽檐，旨在方便穿戴。采用舒适棉面料打造，正面缀大号刺绣三叶草。后部含可调节束带，旨在方便调整。 ', '棉', '预成型弧形帽檐', '可调节后带配D形环扣合']","['https://img.adidas.com.cn/resources/2018/12/7/15441660972914494_500X500.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/15441661010871243_500X500.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/1544166093057856_500X500.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/15441660948558801_500X500.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/15441660907822647_500X500.jpg', 'https://img.adidas.com.cn/resources/2018/12/7/15441660882203005_500X500.jpg']",中性 ORIGINALS,9,men,1,"[{'goods_comment_star': 5, 'goods_comment_time': '2019/01/14', 'goods_comment_comment': '帽子版型很好，质量不用说。。。'}, {'goods_comment_star': 5, 'goods_comment_time': '\n\t\t\t\t\t\t\t尺码：OSFW', 'goods_comment_comment': '帽子很好，戴着很好看也很舒服，下次还会买！'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/01/11', 'goods_comment_comment': '非常喜爱帽子 经常购买哈哈 不错'}, {'goods_comment_star': 5, 'goods_comment_time': '\n\t\t\t\t\t\t\t尺码：OSFM', 'goods_comment_comment': '脑子太好看了奥 我爱阿迪 新的一年多多中鞋'}, {'goods_comment_star': 5, 'goods_comment_time': '2019/01/11', 'goods_comment_comment': '好看！但是做工还是有点瑕疵 ，有些地方线头跑出来了。'}]",https://www.adidas.com.cn/item/EC3603?locale=zh_CN
